,date,repeated_hour_flag,dam,rtm
98,2022-01-05 02:00:00,N,22.29,22.3375
99,2022-01-05 03:00:00,N,22.42,20.145
100,2022-01-05 04:00:00,N,24.59,20.08
101,2022-01-05 05:00:00,N,29.25,21.775
102,2022-01-05 06:00:00,N,32.77,22.6
103,2022-01-05 07:00:00,N,34.66,22.755000000000003
104,2022-01-05 08:00:00,N,27.59,21.9425
105,2022-01-05 09:00:00,N,23.83,17.595
106,2022-01-05 10:00:00,N,23.26,20.82
107,2022-01-05 11:00:00,N,23.55,22.68
108,2022-01-05 12:00:00,N,23.54,24.607499999999998
109,2022-01-05 13:00:00,N,23.19,25.12
110,2022-01-05 14:00:00,N,22.86,23.55
111,2022-01-05 15:00:00,N,22.6,22.965
112,2022-01-05 16:00:00,N,24.83,22.945
113,2022-01-05 17:00:00,N,60.02,32.4425
114,2022-01-05 18:00:00,N,47.07,32.76
115,2022-01-05 19:00:00,N,34.21,29.447499999999998
116,2022-01-05 20:00:00,N,31.01,24.7225
117,2022-01-05 21:00:00,N,25.08,22.865000000000002
118,2022-01-05 22:00:00,N,26.72,21.8925
119,2022-01-05 23:00:00,N,24.98,19.02
120,2022-01-06 00:00:00,N,25.08,21.5025
121,2022-01-06 01:00:00,N,23.11,20.455
122,2022-01-06 02:00:00,N,23.0,20.2325
123,2022-01-06 03:00:00,N,22.0,22.29
124,2022-01-06 04:00:00,N,23.2,17.87
125,2022-01-06 05:00:00,N,24.64,20.475
126,2022-01-06 06:00:00,N,27.72,22.4825
127,2022-01-06 07:00:00,N,27.71,21.82
128,2022-01-06 08:00:00,N,23.16,22.07
129,2022-01-06 09:00:00,N,21.16,22.0675
130,2022-01-06 10:00:00,N,21.11,22.1925
131,2022-01-06 11:00:00,N,21.24,22.125
132,2022-01-06 12:00:00,N,22.35,22.185
133,2022-01-06 13:00:00,N,25.04,22.36
134,2022-01-06 14:00:00,N,24.9,22.495
135,2022-01-06 15:00:00,N,25.57,22.48
136,2022-01-06 16:00:00,N,28.82,23.4975
137,2022-01-06 17:00:00,N,62.93,53.35
138,2022-01-06 18:00:00,N,56.55,41.807500000000005
139,2022-01-06 19:00:00,N,48.47,44.0025
140,2022-01-06 20:00:00,N,44.26,41.595
141,2022-01-06 21:00:00,N,31.85,38.5075
142,2022-01-06 22:00:00,N,30.87,31.965
143,2022-01-06 23:00:00,N,31.13,35.955
144,2022-01-07 00:00:00,N,30.62,36.567499999999995
145,2022-01-07 01:00:00,N,29.52,36.567499999999995
146,2022-01-07 02:00:00,N,29.07,37.7225
147,2022-01-07 03:00:00,N,29.47,44.2425
148,2022-01-07 04:00:00,N,32.11,43.655
149,2022-01-07 05:00:00,N,35.98,44.68
150,2022-01-07 06:00:00,N,83.5,358.5875
151,2022-01-07 07:00:00,N,71.33,278.525
152,2022-01-07 08:00:00,N,41.33,135.785
153,2022-01-07 09:00:00,N,29.94,47.775
154,2022-01-07 10:00:00,N,26.94,53.04
155,2022-01-07 11:00:00,N,27.06,55.087500000000006
156,2022-01-07 12:00:00,N,24.42,39.644999999999996
157,2022-01-07 13:00:00,N,24.24,39.0375
158,2022-01-07 14:00:00,N,20.81,22.845
159,2022-01-07 15:00:00,N,20.0,23.48
160,2022-01-07 16:00:00,N,22.4,35.6375
161,2022-01-07 17:00:00,N,28.09,142.6775
162,2022-01-07 18:00:00,N,27.14,36.875
163,2022-01-07 19:00:00,N,24.55,22.055
164,2022-01-07 20:00:00,N,23.56,23.93
165,2022-01-07 21:00:00,N,23.35,22.765
166,2022-01-07 22:00:00,N,24.92,22.0675
167,2022-01-07 23:00:00,N,24.22,22.9375
168,2022-01-08 00:00:00,N,23.85,21.1475
169,2022-01-08 01:00:00,N,21.7,20.57
170,2022-01-08 02:00:00,N,20.14,20.697499999999998
171,2022-01-08 03:00:00,N,19.8,20.485
172,2022-01-08 04:00:00,N,19.78,19.9775
173,2022-01-08 05:00:00,N,20.68,18.060000000000002
174,2022-01-08 06:00:00,N,20.53,21.8925
175,2022-01-08 07:00:00,N,23.51,22.8825
176,2022-01-08 08:00:00,N,26.21,21.43
177,2022-01-08 09:00:00,N,25.04,23.7425
178,2022-01-08 10:00:00,N,21.58,21.3725
179,2022-01-08 11:00:00,N,23.67,20.9325
180,2022-01-08 12:00:00,N,21.44,20.97
181,2022-01-08 13:00:00,N,20.18,21.060000000000002
182,2022-01-08 14:00:00,N,17.64,21.6925
183,2022-01-08 15:00:00,N,17.1,22.130000000000003
184,2022-01-08 16:00:00,N,22.96,23.1075
185,2022-01-08 17:00:00,N,49.99,132.0725
186,2022-01-08 18:00:00,N,43.3,90.465
187,2022-01-08 19:00:00,N,31.0,27.552500000000002
188,2022-01-08 20:00:00,N,25.4,24.345
189,2022-01-08 21:00:00,N,24.14,21.5575
190,2022-01-08 22:00:00,N,26.22,22.0275
191,2022-01-08 23:00:00,N,22.59,21.505
192,2022-01-09 00:00:00,N,24.97,22.535
193,2022-01-09 01:00:00,N,20.09,19.8175
194,2022-01-09 02:00:00,N,18.78,4.77
195,2022-01-09 03:00:00,N,17.76,1.9425
196,2022-01-09 04:00:00,N,19.0,-0.045000000000000005
197,2022-01-09 05:00:00,N,19.41,4.3675
198,2022-01-09 06:00:00,N,20.39,12.6425
199,2022-01-09 07:00:00,N,21.62,15.1725
200,2022-01-09 08:00:00,N,22.77,13.5325
201,2022-01-09 09:00:00,N,21.9,16.432499999999997
202,2022-01-09 10:00:00,N,21.35,20.165
203,2022-01-09 11:00:00,N,20.79,21.8875
204,2022-01-09 12:00:00,N,21.07,21.8825
205,2022-01-09 13:00:00,N,20.63,19.7325
206,2022-01-09 14:00:00,N,20.11,19.4375
207,2022-01-09 15:00:00,N,22.61,17.09
208,2022-01-09 16:00:00,N,25.02,19.545
209,2022-01-09 17:00:00,N,42.04,25.1975
210,2022-01-09 18:00:00,N,43.73,27.412499999999998
211,2022-01-09 19:00:00,N,38.81,25.575
212,2022-01-09 20:00:00,N,38.59,25.4875
213,2022-01-09 21:00:00,N,34.44,23.155
214,2022-01-09 22:00:00,N,29.11,22.655
215,2022-01-09 23:00:00,N,27.85,23.502499999999998
216,2022-01-10 00:00:00,N,30.09,23.22
217,2022-01-10 01:00:00,N,26.23,22.685
218,2022-01-10 02:00:00,N,27.54,23.0175
219,2022-01-10 03:00:00,N,28.74,23.262500000000003
220,2022-01-10 04:00:00,N,31.5,22.9875
221,2022-01-10 05:00:00,N,39.18,24.59
222,2022-01-10 06:00:00,N,61.48,40.6025
223,2022-01-10 07:00:00,N,64.46,73.4875
224,2022-01-10 08:00:00,N,44.24,63.8375
225,2022-01-10 09:00:00,N,32.34,38.555
226,2022-01-10 10:00:00,N,28.31,36.705
227,2022-01-10 11:00:00,N,26.55,27.5925
228,2022-01-10 12:00:00,N,24.87,25.487499999999997
229,2022-01-10 13:00:00,N,23.66,23.43
230,2022-01-10 14:00:00,N,23.0,22.4925
231,2022-01-10 15:00:00,N,23.25,23.1925
232,2022-01-10 16:00:00,N,26.46,27.310000000000002
233,2022-01-10 17:00:00,N,73.35,42.185
234,2022-01-10 18:00:00,N,70.24,40.34
235,2022-01-10 19:00:00,N,44.01,38.265
236,2022-01-10 20:00:00,N,41.93,38.2175
237,2022-01-10 21:00:00,N,31.86,37.535000000000004
238,2022-01-10 22:00:00,N,35.5,33.315
239,2022-01-10 23:00:00,N,31.5,29.16
240,2022-01-11 00:00:00,N,32.49,27.72
241,2022-01-11 01:00:00,N,28.47,25.41
242,2022-01-11 02:00:00,N,26.54,24.7825
243,2022-01-11 03:00:00,N,26.29,24.97
244,2022-01-11 04:00:00,N,29.16,25.9675
245,2022-01-11 05:00:00,N,36.6,28.4925
246,2022-01-11 06:00:00,N,60.04,36.4575
247,2022-01-11 07:00:00,N,63.7,38.835
248,2022-01-11 08:00:00,N,44.1,35.765
249,2022-01-11 09:00:00,N,41.02,39.56
250,2022-01-11 10:00:00,N,31.27,28.01
251,2022-01-11 11:00:00,N,28.0,23.7075
252,2022-01-11 12:00:00,N,25.16,22.345
253,2022-01-11 13:00:00,N,24.26,20.415
254,2022-01-11 14:00:00,N,23.62,18.5625
255,2022-01-11 15:00:00,N,24.0,20.18
256,2022-01-11 16:00:00,N,26.53,26.7725
257,2022-01-11 17:00:00,N,65.64,73.96000000000001
258,2022-01-11 18:00:00,N,50.22,35.545
259,2022-01-11 19:00:00,N,30.71,29.72
260,2022-01-11 20:00:00,N,32.0,26.46
261,2022-01-11 21:00:00,N,29.71,24.9275
262,2022-01-11 22:00:00,N,29.45,22.795
263,2022-01-11 23:00:00,N,27.68,22.435
264,2022-01-12 00:00:00,N,23.87,22.4875
265,2022-01-12 01:00:00,N,23.67,22.5375
266,2022-01-12 02:00:00,N,24.56,22.6025
267,2022-01-12 03:00:00,N,25.05,23.3525
268,2022-01-12 04:00:00,N,29.34,24.0275
269,2022-01-12 05:00:00,N,36.29,26.905
270,2022-01-12 06:00:00,N,57.86,34.0875
271,2022-01-12 07:00:00,N,59.06,38.3675
272,2022-01-12 08:00:00,N,43.96,31.4375
273,2022-01-12 09:00:00,N,30.35,25.8475
274,2022-01-12 10:00:00,N,30.03,27.88
275,2022-01-12 11:00:00,N,27.17,26.22
276,2022-01-12 12:00:00,N,25.35,25.1725
277,2022-01-12 13:00:00,N,25.0,23.3575
278,2022-01-12 14:00:00,N,24.59,22.45
279,2022-01-12 15:00:00,N,24.35,22.7325
280,2022-01-12 16:00:00,N,26.71,23.605
281,2022-01-12 17:00:00,N,65.74,32.48
282,2022-01-12 18:00:00,N,63.51,39.175
283,2022-01-12 19:00:00,N,46.09,43.0775
284,2022-01-12 20:00:00,N,45.16,38.1325
285,2022-01-12 21:00:00,N,37.91,36.3725
286,2022-01-12 22:00:00,N,33.23,33.0525
287,2022-01-12 23:00:00,N,32.77,36.515
288,2022-01-13 00:00:00,N,31.13,34.87
289,2022-01-13 01:00:00,N,28.19,31.075
290,2022-01-13 02:00:00,N,27.73,35.602500000000006
291,2022-01-13 03:00:00,N,27.26,36.707499999999996
292,2022-01-13 04:00:00,N,28.0,39.655
293,2022-01-13 05:00:00,N,38.76,44.755
294,2022-01-13 06:00:00,N,54.72,62.535
295,2022-01-13 07:00:00,N,57.35,101.43
296,2022-01-13 08:00:00,N,43.0,34.4425
297,2022-01-13 09:00:00,N,34.11,28.685000000000002
298,2022-01-13 10:00:00,N,28.82,30.5775
299,2022-01-13 11:00:00,N,28.02,27.674999999999997
300,2022-01-13 12:00:00,N,27.56,26.6325
301,2022-01-13 13:00:00,N,26.7,26.265
302,2022-01-13 14:00:00,N,25.88,25.72
303,2022-01-13 15:00:00,N,25.81,25.9075
304,2022-01-13 16:00:00,N,28.0,28.1275
305,2022-01-13 17:00:00,N,61.45,42.3825
306,2022-01-13 18:00:00,N,61.3,52.175
307,2022-01-13 19:00:00,N,43.56,47.475
308,2022-01-13 20:00:00,N,38.86,46.2425
309,2022-01-13 21:00:00,N,32.0,36.387499999999996
310,2022-01-13 22:00:00,N,32.66,29.5075
311,2022-01-13 23:00:00,N,29.71,29.54
312,2022-01-14 00:00:00,N,31.11,27.087500000000002
313,2022-01-14 01:00:00,N,28.55,23.919999999999998
314,2022-01-14 02:00:00,N,25.85,23.3275
315,2022-01-14 03:00:00,N,24.24,24.86
316,2022-01-14 04:00:00,N,26.65,24.4075
317,2022-01-14 05:00:00,N,32.68,25.065
318,2022-01-14 06:00:00,N,47.9,29.9425
319,2022-01-14 07:00:00,N,38.23,30.494999999999997
320,2022-01-14 08:00:00,N,33.41,21.4725
321,2022-01-14 09:00:00,N,32.15,20.47
322,2022-01-14 10:00:00,N,27.69,21.497500000000002
323,2022-01-14 11:00:00,N,28.08,19.384999999999998
324,2022-01-14 12:00:00,N,23.67,21.0375
325,2022-01-14 13:00:00,N,22.24,15.0475
326,2022-01-14 14:00:00,N,21.0,15.3625
327,2022-01-14 15:00:00,N,21.26,23.4575
328,2022-01-14 16:00:00,N,28.22,22.7875
329,2022-01-14 17:00:00,N,51.36,26.485
330,2022-01-14 18:00:00,N,31.08,23.6875
331,2022-01-14 19:00:00,N,27.06,14.26
332,2022-01-14 20:00:00,N,26.68,16.294999999999998
333,2022-01-14 21:00:00,N,24.0,13.3125
334,2022-01-14 22:00:00,N,21.24,13.0275
335,2022-01-14 23:00:00,N,16.87,8.795
336,2022-01-15 00:00:00,N,11.85,-4.335
337,2022-01-15 01:00:00,N,11.98,-1.8575
338,2022-01-15 02:00:00,N,11.99,3.0975
339,2022-01-15 03:00:00,N,13.33,5.7275
340,2022-01-15 04:00:00,N,16.4,10.120000000000001
341,2022-01-15 05:00:00,N,16.68,26.240000000000002
342,2022-01-15 06:00:00,N,28.69,32.195
343,2022-01-15 07:00:00,N,26.58,37.725
344,2022-01-15 08:00:00,N,26.13,38.465
345,2022-01-15 09:00:00,N,25.77,38.35
346,2022-01-15 10:00:00,N,28.55,32.9925
347,2022-01-15 11:00:00,N,29.11,32.855000000000004
348,2022-01-15 12:00:00,N,27.47,32.6525
349,2022-01-15 13:00:00,N,24.23,28.3825
350,2022-01-15 14:00:00,N,23.57,26.127499999999998
351,2022-01-15 15:00:00,N,22.54,24.9625
352,2022-01-15 16:00:00,N,23.32,25.875
353,2022-01-15 17:00:00,N,41.42,32.525
354,2022-01-15 18:00:00,N,44.41,48.025
355,2022-01-15 19:00:00,N,42.24,59.72
356,2022-01-15 20:00:00,N,45.2,46.525
357,2022-01-15 21:00:00,N,46.98,50.1975
358,2022-01-15 22:00:00,N,44.74,44.205
359,2022-01-15 23:00:00,N,43.17,46.5275
360,2022-01-16 00:00:00,N,38.37,42.4225
361,2022-01-16 01:00:00,N,36.32,42.3875
362,2022-01-16 02:00:00,N,37.65,39.9575
363,2022-01-16 03:00:00,N,38.99,35.095
364,2022-01-16 04:00:00,N,41.12,35.1625
365,2022-01-16 05:00:00,N,42.92,33.7775
366,2022-01-16 06:00:00,N,68.35,37.13
367,2022-01-16 07:00:00,N,72.24,39.739999999999995
368,2022-01-16 08:00:00,N,52.39,30.830000000000002
369,2022-01-16 09:00:00,N,36.07,26.09
370,2022-01-16 10:00:00,N,32.38,27.39
371,2022-01-16 11:00:00,N,29.51,27.4125
372,2022-01-16 12:00:00,N,27.16,25.7325
373,2022-01-16 13:00:00,N,26.29,22.802500000000002
374,2022-01-16 14:00:00,N,25.28,21.5125
375,2022-01-16 15:00:00,N,25.1,21.7125
376,2022-01-16 16:00:00,N,27.3,23.235
377,2022-01-16 17:00:00,N,57.14,31.192500000000003
378,2022-01-16 18:00:00,N,58.36,39.03
379,2022-01-16 19:00:00,N,45.0,42.0425
380,2022-01-16 20:00:00,N,40.31,41.42
381,2022-01-16 21:00:00,N,35.71,39.36
382,2022-01-16 22:00:00,N,35.79,37.0925
383,2022-01-16 23:00:00,N,31.32,34.055
384,2022-01-17 00:00:00,N,29.09,36.225
385,2022-01-17 01:00:00,N,28.01,36.935
386,2022-01-17 02:00:00,N,28.63,36.095
387,2022-01-17 03:00:00,N,30.34,36.5375
388,2022-01-17 04:00:00,N,36.12,34.72
389,2022-01-17 05:00:00,N,42.83,39.3625
390,2022-01-17 06:00:00,N,86.86,44.3275
391,2022-01-17 07:00:00,N,90.79,46.97
392,2022-01-17 08:00:00,N,52.33,36.16
393,2022-01-17 09:00:00,N,36.31,27.52
394,2022-01-17 10:00:00,N,34.07,26.1625
395,2022-01-17 11:00:00,N,31.56,25.645
396,2022-01-17 12:00:00,N,29.96,24.935000000000002
397,2022-01-17 13:00:00,N,27.65,22.9325
398,2022-01-17 14:00:00,N,26.06,19.1
399,2022-01-17 15:00:00,N,25.14,15.5125
400,2022-01-17 16:00:00,N,26.8,18.6825
401,2022-01-17 17:00:00,N,44.26,24.14
402,2022-01-17 18:00:00,N,36.25,22.682499999999997
403,2022-01-17 19:00:00,N,29.92,20.2125
404,2022-01-17 20:00:00,N,28.1,20.0475
405,2022-01-17 21:00:00,N,26.0,18.245
406,2022-01-17 22:00:00,N,24.63,18.155
407,2022-01-17 23:00:00,N,22.37,15.415000000000001
408,2022-01-18 00:00:00,N,18.84,18.2
409,2022-01-18 01:00:00,N,18.79,17.1425
410,2022-01-18 02:00:00,N,18.91,18.9125
411,2022-01-18 03:00:00,N,19.46,22.865000000000002
412,2022-01-18 04:00:00,N,22.51,23.455
413,2022-01-18 05:00:00,N,33.3,22.622500000000002
414,2022-01-18 06:00:00,N,41.9,22.4075
415,2022-01-18 07:00:00,N,44.67,24.165
416,2022-01-18 08:00:00,N,31.45,20.21
417,2022-01-18 09:00:00,N,27.43,18.335
418,2022-01-18 10:00:00,N,23.25,12.924999999999999
419,2022-01-18 11:00:00,N,22.51,9.59
420,2022-01-18 12:00:00,N,22.28,13.0475
421,2022-01-18 13:00:00,N,20.83,5.8149999999999995
422,2022-01-18 14:00:00,N,19.76,7.9325
423,2022-01-18 15:00:00,N,18.88,11.2225
424,2022-01-18 16:00:00,N,21.39,12.525
425,2022-01-18 17:00:00,N,39.17,34.3575
426,2022-01-18 18:00:00,N,45.91,46.3525
427,2022-01-18 19:00:00,N,30.2,32.269999999999996
428,2022-01-18 20:00:00,N,29.78,26.8325
429,2022-01-18 21:00:00,N,26.23,35.7125
430,2022-01-18 22:00:00,N,25.53,25.552500000000002
431,2022-01-18 23:00:00,N,23.41,19.365000000000002
432,2022-01-19 00:00:00,N,21.21,22.5425
433,2022-01-19 01:00:00,N,18.34,22.6625
434,2022-01-19 02:00:00,N,17.41,22.4975
435,2022-01-19 03:00:00,N,18.7,15.32
436,2022-01-19 04:00:00,N,21.55,22.9
437,2022-01-19 05:00:00,N,28.8,26.9675
438,2022-01-19 06:00:00,N,36.88,35.55
439,2022-01-19 07:00:00,N,39.47,29.02
440,2022-01-19 08:00:00,N,32.55,21.735
441,2022-01-19 09:00:00,N,22.33,17.7625
442,2022-01-19 10:00:00,N,20.32,16.7375
443,2022-01-19 11:00:00,N,20.0,20.96
444,2022-01-19 12:00:00,N,22.62,29.4175
445,2022-01-19 13:00:00,N,21.0,26.067500000000003
446,2022-01-19 14:00:00,N,20.56,24.9575
447,2022-01-19 15:00:00,N,19.36,17.3075
448,2022-01-19 16:00:00,N,22.28,16.03
449,2022-01-19 17:00:00,N,35.76,17.197499999999998
450,2022-01-19 18:00:00,N,38.03,19.3475
451,2022-01-19 19:00:00,N,30.28,21.2525
452,2022-01-19 20:00:00,N,26.78,22.4325
453,2022-01-19 21:00:00,N,24.65,21.3075
454,2022-01-19 22:00:00,N,27.98,18.785
455,2022-01-19 23:00:00,N,27.67,17.9575
456,2022-01-20 00:00:00,N,25.36,14.0175
457,2022-01-20 01:00:00,N,27.21,14.879999999999999
458,2022-01-20 02:00:00,N,28.6,14.98
459,2022-01-20 03:00:00,N,29.23,15.305
460,2022-01-20 04:00:00,N,31.19,17.259999999999998
461,2022-01-20 05:00:00,N,38.41,21.665
462,2022-01-20 06:00:00,N,44.54,28.052500000000002
463,2022-01-20 07:00:00,N,49.52,29.36
464,2022-01-20 08:00:00,N,46.55,29.9375
465,2022-01-20 09:00:00,N,42.88,33.3575
466,2022-01-20 10:00:00,N,41.7,33.2675
467,2022-01-20 11:00:00,N,42.53,31.9975
468,2022-01-20 12:00:00,N,40.71,29.5825
469,2022-01-20 13:00:00,N,40.6,27.2425
470,2022-01-20 14:00:00,N,37.12,26.134999999999998
471,2022-01-20 15:00:00,N,39.72,27.165
472,2022-01-20 16:00:00,N,45.0,31.582500000000003
473,2022-01-20 17:00:00,N,80.0,44.94
474,2022-01-20 18:00:00,N,95.17,49.6275
475,2022-01-20 19:00:00,N,89.75,48.6525
476,2022-01-20 20:00:00,N,82.07,50.614999999999995
477,2022-01-20 21:00:00,N,56.58,50.807500000000005
478,2022-01-20 22:00:00,N,38.5,46.332499999999996
479,2022-01-20 23:00:00,N,37.51,43.17
480,2022-01-21 00:00:00,N,32.44,39.87
481,2022-01-21 01:00:00,N,32.23,37.765
482,2022-01-21 02:00:00,N,32.24,38.292500000000004
483,2022-01-21 03:00:00,N,32.34,40.4975
484,2022-01-21 04:00:00,N,36.2,42.91
485,2022-01-21 05:00:00,N,44.73,45.705
486,2022-01-21 06:00:00,N,125.0,65.145
487,2022-01-21 07:00:00,N,149.67,68.5125
488,2022-01-21 08:00:00,N,68.83,49.1975
489,2022-01-21 09:00:00,N,45.88,40.4825
490,2022-01-21 10:00:00,N,40.84,36.025
491,2022-01-21 11:00:00,N,34.5,30.285
492,2022-01-21 12:00:00,N,29.94,25.7975
493,2022-01-21 13:00:00,N,28.39,23.7175
494,2022-01-21 14:00:00,N,27.7,21.455
495,2022-01-21 15:00:00,N,27.94,20.025000000000002
496,2022-01-21 16:00:00,N,29.66,20.8525
497,2022-01-21 17:00:00,N,40.72,26.395
498,2022-01-21 18:00:00,N,42.53,29.607499999999998
499,2022-01-21 19:00:00,N,36.03,25.985
500,2022-01-21 20:00:00,N,33.98,25.09
501,2022-01-21 21:00:00,N,32.67,24.4
502,2022-01-21 22:00:00,N,28.66,23.307499999999997
503,2022-01-21 23:00:00,N,28.12,23.189999999999998
504,2022-01-22 00:00:00,N,30.15,25.2175
505,2022-01-22 01:00:00,N,31.13,29.5375
506,2022-01-22 02:00:00,N,32.83,35.79
507,2022-01-22 03:00:00,N,35.17,37.925
508,2022-01-22 04:00:00,N,37.25,39.605000000000004
509,2022-01-22 05:00:00,N,44.99,42.6875
510,2022-01-22 06:00:00,N,78.99,45.94
511,2022-01-22 07:00:00,N,93.45,50.845
512,2022-01-22 08:00:00,N,59.5,43.67
513,2022-01-22 09:00:00,N,41.32,39.61
514,2022-01-22 10:00:00,N,33.66,40.085
515,2022-01-22 11:00:00,N,26.43,38.6075
516,2022-01-22 12:00:00,N,24.4,32.195
517,2022-01-22 13:00:00,N,23.77,29.3825
518,2022-01-22 14:00:00,N,22.2,24.675
519,2022-01-22 15:00:00,N,22.18,24.1075
520,2022-01-22 16:00:00,N,23.18,25.36
521,2022-01-22 17:00:00,N,35.78,32.135000000000005
522,2022-01-22 18:00:00,N,42.74,38.415
523,2022-01-22 19:00:00,N,38.78,37.620000000000005
524,2022-01-22 20:00:00,N,37.91,36.620000000000005
525,2022-01-22 21:00:00,N,34.97,31.18
526,2022-01-22 22:00:00,N,31.1,25.69
527,2022-01-22 23:00:00,N,31.28,25.13
528,2022-01-23 00:00:00,N,29.01,28.447499999999998
529,2022-01-23 01:00:00,N,26.79,29.0275
530,2022-01-23 02:00:00,N,26.14,27.97
531,2022-01-23 03:00:00,N,25.99,27.2125
532,2022-01-23 04:00:00,N,27.37,27.0225
533,2022-01-23 05:00:00,N,30.9,27.38
534,2022-01-23 06:00:00,N,33.64,30.17
