,date,da_tb2,rt_tb2
72,2022-03-14,175.96,50.97
73,2022-03-15,245.35999999999996,1019.1899999999998
74,2022-03-16,72.74,547.76
75,2022-03-17,63.46000000000001,148.43
76,2022-03-18,263.34,255.61
77,2022-03-19,209.68,740.8399999999999
78,2022-03-20,61.940000000000005,122.16
79,2022-03-21,125.02,446.4
80,2022-03-22,111.17999999999999,436.76
81,2022-03-23,244.98,84.58000000000001
82,2022-03-24,301.97999999999996,341.91
83,2022-03-25,211.52,131.08999999999997
84,2022-03-26,171.72,1093.0800000000002
85,2022-03-27,148.22,106.42
86,2022-03-28,166.21999999999997,316.14
87,2022-03-29,118.56,234.03999999999996
88,2022-03-30,364.62,653.6999999999999
89,2022-03-31,277.98,810.8100000000001
90,2022-04-01,174.5,158.52
91,2022-04-02,242.64,401.33
92,2022-04-03,169.82,89.72
93,2022-04-04,293.36,2448.2200000000003
94,2022-04-05,480.1,172.51999999999998
95,2022-04-06,253.87999999999997,93.89999999999999
96,2022-04-07,231.38,178.64000000000001
97,2022-04-08,221.0,585.51
98,2022-04-09,106.92,290.74
99,2022-04-10,220.79999999999998,4292.3
100,2022-04-11,541.18,674.91
101,2022-04-12,149.54,87.63000000000001
102,2022-04-13,632.9,911.8299999999999
103,2022-04-14,162.5,95.85
104,2022-04-15,205.86,105.92
105,2022-04-16,220.98000000000002,149.22
106,2022-04-17,282.0,236.88000000000002
107,2022-04-18,144.74,141.01000000000002
108,2022-04-19,90.47999999999999,175.52
109,2022-04-20,353.8,815.24
110,2022-04-21,106.41999999999999,126.45
111,2022-04-22,61.779999999999994,800.85
112,2022-04-23,123.16000000000001,79.73000000000002
113,2022-04-24,149.54,84.23
114,2022-04-25,140.14,112.66
115,2022-04-26,90.22,282.28000000000003
116,2022-04-27,80.04,179.79
117,2022-04-28,97.11999999999999,185.17
118,2022-04-29,97.25999999999999,111.22000000000001
119,2022-04-30,222.24,244.5
120,2022-05-01,52.84,352.05000000000007
121,2022-05-02,181.04,1143.77
122,2022-05-03,116.28,663.6300000000001
123,2022-05-04,90.42,154.73
124,2022-05-05,484.22,474.5
125,2022-05-06,855.26,130.35000000000002
126,2022-05-07,177.34,103.25000000000003
127,2022-05-08,139.22,159.56
128,2022-05-09,151.57999999999998,354.66999999999996
129,2022-05-10,107.54,388.96000000000004
130,2022-05-11,129.0,219.33
131,2022-05-12,411.92,687.1999999999999
132,2022-05-13,1078.3000000000002,9335.830000000002
133,2022-05-14,1335.26,206.79
134,2022-05-15,2257.7200000000003,177.98000000000002
135,2022-05-16,661.12,156.69
136,2022-05-17,105.53999999999999,170.29
137,2022-05-18,345.41999999999996,464.49000000000007
138,2022-05-19,121.72000000000001,145.23
139,2022-05-20,231.2,1337.54
140,2022-05-21,268.55999999999995,158.61
141,2022-05-22,135.6,330.01
142,2022-05-23,41.44,67.80000000000001
143,2022-05-24,101.56,1163.0300000000002
144,2022-05-25,284.6,442.25
145,2022-05-26,192.08,593.1700000000001
146,2022-05-27,352.62,604.86
147,2022-05-28,244.48000000000002,123.93
148,2022-05-29,170.94,154.70000000000002
149,2022-05-30,171.18,161.42
150,2022-05-31,189.34,99.88
151,2022-06-01,221.74,111.71000000000002
152,2022-06-02,86.70000000000002,119.42000000000002
153,2022-06-03,89.98000000000002,82.05
154,2022-06-04,81.53999999999999,90.85
155,2022-06-05,170.24,172.0
156,2022-06-06,299.14,242.72
157,2022-06-07,284.52000000000004,296.16
158,2022-06-08,201.18,207.32999999999998
159,2022-06-09,198.04000000000002,65.13999999999999
160,2022-06-10,672.08,143.91
161,2022-06-11,355.98,143.08
162,2022-06-12,201.33999999999997,161.84
163,2022-06-13,177.94,223.29
164,2022-06-14,151.88,74.85
165,2022-06-15,152.21999999999997,91.66000000000001
166,2022-06-16,130.57999999999998,94.75999999999999
167,2022-06-17,369.58,145.74
168,2022-06-18,142.44,69.66
169,2022-06-19,100.02,68.08000000000001
170,2022-06-20,98.4,353.97999999999996
171,2022-06-21,153.98,194.66
172,2022-06-22,474.59999999999997,276.57
173,2022-06-23,1095.18,203.60000000000002
174,2022-06-24,491.79999999999995,198.78999999999996
175,2022-06-25,276.29999999999995,262.14
176,2022-06-26,169.45999999999998,101.46999999999998
177,2022-06-27,144.76,213.95
178,2022-06-28,150.32,59.06
179,2022-06-29,141.34000000000003,251.31000000000003
180,2022-06-30,256.03999999999996,449.88
181,2022-07-01,218.44,325.23
182,2022-07-02,165.42000000000002,149.73999999999998
183,2022-07-03,107.02,69.12
184,2022-07-04,143.04,137.95999999999998
185,2022-07-05,148.88,438.25000000000006
186,2022-07-06,134.68,138.19000000000003
187,2022-07-07,530.2,374.85
188,2022-07-08,984.2199999999999,4611.04
189,2022-07-09,681.46,7994.77
190,2022-07-10,1201.42,2055.3
191,2022-07-11,4124.08,1325.1399999999999
192,2022-07-12,536.46,2655.47
193,2022-07-13,1691.98,10681.67
194,2022-07-14,1447.8,69.08000000000001
195,2022-07-15,935.22,104.19000000000003
196,2022-07-16,660.58,269.55
197,2022-07-17,864.42,4861.41
198,2022-07-18,2845.9399999999996,3354.54
199,2022-07-19,1252.58,569.81
200,2022-07-20,1312.2,4454.879999999999
201,2022-07-21,274.32000000000005,256.18
202,2022-07-22,355.02,58.94999999999999
203,2022-07-23,204.51999999999998,122.75
204,2022-07-24,173.28000000000003,278.71
205,2022-07-25,292.5,188.11
206,2022-07-26,291.16,289.03999999999996
207,2022-07-27,333.88,222.20000000000002
208,2022-07-28,385.0,444.06999999999994
209,2022-07-29,313.68,103.46999999999998
210,2022-07-30,219.72000000000003,136.32
211,2022-07-31,190.54000000000002,193.40999999999997
212,2022-08-01,205.71999999999997,113.88
213,2022-08-02,149.9,1206.47
214,2022-08-03,264.34000000000003,1109.72
215,2022-08-04,705.52,376.14
216,2022-08-05,355.06000000000006,446.98
217,2022-08-06,124.9,77.66000000000003
218,2022-08-07,174.8,352.24
219,2022-08-08,410.56,1562.57
220,2022-08-09,532.44,1569.0700000000002
221,2022-08-10,820.76,105.80000000000001
222,2022-08-11,460.46,1239.73
223,2022-08-12,317.88,645.1999999999999
224,2022-08-13,307.91999999999996,525.5500000000001
225,2022-08-14,222.95999999999998,145.27
226,2022-08-15,216.4,130.01
227,2022-08-16,640.9399999999999,779.9100000000001
228,2022-08-17,1511.78,1266.22
229,2022-08-18,109.34,107.30000000000001
230,2022-08-19,140.48,68.14000000000001
231,2022-08-20,129.34,67.64999999999999
232,2022-08-21,93.25999999999999,222.45999999999998
233,2022-08-22,84.88,743.24
234,2022-08-23,108.52000000000001,682.32
235,2022-08-24,134.72,105.30000000000001
236,2022-08-25,280.52,565.4300000000001
237,2022-08-26,224.38,433.72999999999996
238,2022-08-27,155.01999999999998,112.07000000000001
239,2022-08-28,161.74,574.83
240,2022-08-29,213.51999999999998,90.75999999999999
241,2022-08-30,121.18000000000004,66.64
242,2022-08-31,157.10000000000002,245.23999999999995
243,2022-09-01,133.14,128.88
244,2022-09-02,186.10000000000002,102.82999999999998
245,2022-09-03,79.17999999999999,54.129999999999995
246,2022-09-04,99.32,72.33
247,2022-09-05,143.07999999999998,135.44
248,2022-09-06,177.76,1301.2700000000002
249,2022-09-07,144.32,168.25
250,2022-09-08,246.57999999999998,125.66000000000001
251,2022-09-09,149.84,158.82999999999998
252,2022-09-10,132.82,69.66
253,2022-09-11,163.07999999999998,532.89
254,2022-09-12,164.8,215.47
255,2022-09-13,138.10000000000002,97.53
256,2022-09-14,91.94,65.74000000000001
257,2022-09-15,95.92,111.99
258,2022-09-16,113.58000000000001,88.27000000000001
259,2022-09-17,87.02,97.08000000000001
260,2022-09-18,148.12,165.15
261,2022-09-19,276.14,414.84999999999997
262,2022-09-20,247.23999999999998,209.14000000000001
263,2022-09-21,370.12,220.62
264,2022-09-22,511.5,120.66
265,2022-09-23,151.18,71.28000000000003
266,2022-09-24,130.28,214.54
267,2022-09-25,104.52000000000001,190.61
268,2022-09-26,124.78000000000002,276.74
269,2022-09-27,139.88,334.89
270,2022-09-28,145.1,147.94
271,2022-09-29,132.76,114.26000000000002
272,2022-09-30,64.4,99.99
273,2022-10-01,68.74000000000001,211.12
274,2022-10-02,80.53999999999999,106.85999999999999
275,2022-10-03,173.02,139.14
276,2022-10-04,171.24,139.47
277,2022-10-05,175.62,272.73
278,2022-10-06,222.10000000000002,1073.06
279,2022-10-07,134.5,59.73000000000002
280,2022-10-08,89.69999999999999,81.06000000000002
281,2022-10-09,130.5,56.42999999999999
282,2022-10-10,101.70000000000002,63.890000000000015
283,2022-10-11,96.42000000000002,81.49
284,2022-10-12,613.88,3430.14
285,2022-10-13,205.7,1028.9099999999999
286,2022-10-14,161.21999999999997,95.52000000000001
287,2022-10-15,195.62,1200.16
288,2022-10-16,51.900000000000006,479.0
289,2022-10-17,100.46000000000001,70.49999999999997
290,2022-10-18,145.78,91.65
291,2022-10-19,142.28,148.04000000000002
292,2022-10-20,254.92000000000002,753.9399999999999
293,2022-10-21,94.20000000000002,97.22000000000001
294,2022-10-22,109.2,113.19999999999999
295,2022-10-23,83.86000000000001,82.25
296,2022-10-24,58.54,268.45
297,2022-10-25,313.8,354.25
298,2022-10-26,74.80000000000001,91.44
299,2022-10-27,84.88,125.04
300,2022-10-28,56.57999999999999,668.02
301,2022-10-29,180.83999999999997,192.75
302,2022-10-30,286.6,102.13
303,2022-10-31,166.27999999999997,85.84000000000002
304,2022-11-01,65.44,50.14
305,2022-11-02,59.84,52.09
306,2022-11-03,65.46,77.67
307,2022-11-04,70.82,652.06
308,2022-11-05,46.86,56.14
309,2022-11-06,209.06,1678.6000000000001
310,2022-11-07,288.86,177.34
311,2022-11-08,202.9,39.91
312,2022-11-09,109.06,78.64999999999999
313,2022-11-10,869.5,454.61999999999995
314,2022-11-11,107.62,86.37
315,2022-11-12,172.66,103.50999999999999
316,2022-11-13,52.760000000000005,97.19
317,2022-11-14,99.30000000000001,410.08000000000004
318,2022-11-15,353.66,248.19000000000003
319,2022-11-16,221.44,705.78
320,2022-11-17,139.07999999999998,135.3
321,2022-11-18,91.85999999999999,101.16
322,2022-11-19,176.68,184.2
323,2022-11-20,78.46,202.22000000000003
324,2022-11-21,164.2,100.15000000000002
325,2022-11-22,70.93999999999998,70.41
326,2022-11-23,55.419999999999995,100.26000000000002
327,2022-11-24,51.879999999999995,361.11
328,2022-11-25,107.25999999999999,112.44999999999999
329,2022-11-26,101.48,326.81
330,2022-11-27,162.1,408.8299999999999
331,2022-11-28,102.72000000000001,114.1
332,2022-11-29,167.98,206.98000000000002
333,2022-11-30,93.30000000000001,186.25
334,2022-12-01,117.38,449.35
335,2022-12-02,47.059999999999995,684.54
336,2022-12-03,162.64,131.70000000000002
337,2022-12-04,111.83999999999999,75.58000000000001
338,2022-12-05,110.57999999999998,52.89
339,2022-12-06,137.84,115.66000000000003
340,2022-12-07,122.39999999999999,305.29
341,2022-12-08,180.07999999999998,114.19
342,2022-12-09,72.68,228.95000000000002
343,2022-12-10,64.3,275.14
344,2022-12-11,66.32,105.31
345,2022-12-12,52.08,32.85
346,2022-12-13,94.14000000000001,377.36
347,2022-12-14,92.2,128.60000000000002
348,2022-12-15,108.42,109.59000000000002
349,2022-12-16,73.97999999999999,159.49
350,2022-12-17,61.0,371.21000000000004
351,2022-12-18,86.4,78.49000000000001
352,2022-12-19,152.06,141.71
353,2022-12-20,78.55999999999999,79.62
354,2022-12-21,83.9,405.9
355,2022-12-22,169.08,102.62
356,2022-12-23,934.0,7253.22
357,2022-12-24,4984.240000000001,207.16000000000003
358,2022-12-25,147.57999999999998,166.88000000000002
359,2022-12-26,103.89999999999999,128.68
360,2022-12-27,107.08000000000001,129.21
361,2022-12-28,47.019999999999996,72.43
362,2022-12-29,71.5,111.76
363,2022-12-30,66.64,130.95
364,2022-12-31,31.72,114.59
