,date,da_tb2,rt_tb2
0,2022-01-01,58.60000000000001,179.81
1,2022-01-02,150.51999999999998,81.78
2,2022-01-03,155.92,103.98
3,2022-01-04,51.85999999999999,76.20000000000002
4,2022-01-05,75.58000000000001,40.760000000000005
5,2022-01-06,83.64,124.72999999999999
6,2022-01-07,127.0,930.3500000000001
7,2022-01-08,65.78,562.9200000000001
8,2022-01-09,51.93999999999999,60.81
9,2022-01-10,100.69999999999999,160.88
10,2022-01-11,84.03999999999999,134.93
11,2022-01-12,84.13999999999999,54.66000000000001
12,2022-01-13,71.28,261.65999999999997
13,2022-01-14,68.97999999999999,60.39999999999999
14,2022-01-15,70.25999999999999,136.53
15,2022-01-16,94.27999999999999,45.57000000000001
16,2022-01-17,136.84,68.03
17,2022-01-18,54.239999999999995,102.63000000000001
18,2022-01-19,44.12,65.23
19,2022-01-20,139.62,84.8
20,2022-01-21,243.93999999999997,113.20999999999998
21,2022-01-22,142.54000000000002,58.87000000000001
22,2022-01-23,43.32,32.52
23,2022-01-24,55.54,128.04999999999998
24,2022-01-25,49.760000000000005,72.82
25,2022-01-26,72.16,936.37
26,2022-01-27,98.32000000000001,47.92999999999999
27,2022-01-28,115.0,190.82
28,2022-01-29,90.60000000000001,535.2
29,2022-01-30,81.46000000000001,78.05
30,2022-01-31,119.1,573.08
31,2022-02-01,111.48,69.78
32,2022-02-02,90.68,114.2
33,2022-02-03,215.32000000000002,107.19
34,2022-02-04,751.46,159.07999999999998
35,2022-02-05,197.82000000000002,129.24
36,2022-02-06,134.02,75.14999999999999
37,2022-02-07,100.52000000000001,94.07
38,2022-02-08,76.42,208.63
39,2022-02-09,130.86,1102.49
40,2022-02-10,119.02000000000001,126.95999999999998
41,2022-02-11,59.68000000000001,45.69
42,2022-02-12,123.38000000000001,156.70999999999998
43,2022-02-13,87.32,158.84999999999997
44,2022-02-14,78.12,106.86
45,2022-02-15,45.42,65.79
46,2022-02-16,63.48,113.71000000000001
47,2022-02-17,124.1,135.02
48,2022-02-18,189.7,146.53000000000003
49,2022-02-19,87.32000000000001,97.38000000000001
50,2022-02-20,65.4,98.36
51,2022-02-21,73.66,147.37
52,2022-02-22,89.2,169.73000000000002
53,2022-02-23,125.54,3131.92
54,2022-02-24,132.42000000000002,7536.38
55,2022-02-25,306.96,59.739999999999995
56,2022-02-26,122.65999999999998,31.599999999999994
57,2022-02-27,75.86,60.66
58,2022-02-28,193.92,48.99
59,2022-03-01,135.08,153.96999999999997
60,2022-03-02,120.48000000000002,390.34000000000003
61,2022-03-03,86.22,959.86
62,2022-03-04,83.56,104.03
63,2022-03-05,183.92000000000002,383.49
64,2022-03-06,135.12,142.64999999999998
65,2022-03-07,184.98,267.92
66,2022-03-08,234.68,609.44
67,2022-03-09,430.28,852.7600000000001
68,2022-03-10,138.22000000000003,89.99000000000001
69,2022-03-11,188.42000000000002,171.19
70,2022-03-12,264.42,164.82999999999998
71,2022-03-13,115.13999999999999,50.26
